timestamp,da_price,rt_price,province,node
2023-01-01 00:00:00+08:00,185.16,170.37,guangdong,GD_UNIFIED
2023-01-01 01:00:00+08:00,207.31,179.39,guangdong,GD_UNIFIED
2023-01-01 02:00:00+08:00,181.7,189.64,guangdong,GD_UNIFIED
2023-01-01 03:00:00+08:00,151.14,123.98,guangdong,GD_UNIFIED
2023-01-01 04:00:00+08:00,180.4,182.12,guangdong,GD_UNIFIED
2023-01-01 05:00:00+08:00,231.9,217.81,guangdong,GD_UNIFIED
2023-01-01 06:00:00+08:00,189.09,156.53,guangdong,GD_UNIFIED
2023-01-01 07:00:00+08:00,250.04,229.98,guangdong,GD_UNIFIED
2023-01-01 08:00:00+08:00,305.82,325.85,guangdong,GD_UNIFIED
2023-01-01 09:00:00+08:00,296.24,326.36,guangdong,GD_UNIFIED
2023-01-01 10:00:00+08:00,299.44,304.68,guangdong,GD_UNIFIED
2023-01-01 11:00:00+08:00,296.0,294.36,guangdong,GD_UNIFIED
2023-01-01 12:00:00+08:00,296.25,290.92,guangdong,GD_UNIFIED
2023-01-01 13:00:00+08:00,246.46,269.21,guangdong,GD_UNIFIED
2023-01-01 14:00:00+08:00,263.2,242.87,guangdong,GD_UNIFIED
2023-01-01 15:00:00+08:00,276.78,284.09,guangdong,GD_UNIFIED
2023-01-01 16:00:00+08:00,335.29,389.64,guangdong,GD_UNIFIED
2023-01-01 17:00:00+08:00,348.38,365.19,guangdong,GD_UNIFIED
2023-01-01 18:00:00+08:00,341.6,360.16,guangdong,GD_UNIFIED
2023-01-01 19:00:00+08:00,317.63,279.07,guangdong,GD_UNIFIED
2023-01-01 20:00:00+08:00,310.21,236.52,guangdong,GD_UNIFIED
2023-01-01 21:00:00+08:00,296.24,267.25,guangdong,GD_UNIFIED
2023-01-01 22:00:00+08:00,227.97,278.73,guangdong,GD_UNIFIED
2023-01-01 23:00:00+08:00,237.19,257.44,guangdong,GD_UNIFIED
2023-01-02 00:00:00+08:00,222.3,253.38,guangdong,GD_UNIFIED
2023-01-02 01:00:00+08:00,218.77,248.43,guangdong,GD_UNIFIED
2023-01-02 02:00:00+08:00,234.58,207.36,guangdong,GD_UNIFIED
2023-01-02 03:00:00+08:00,185.94,147.21,guangdong,GD_UNIFIED
2023-01-02 04:00:00+08:00,229.13,230.62,guangdong,GD_UNIFIED
2023-01-02 05:00:00+08:00,230.47,227.0,guangdong,GD_UNIFIED
2023-01-02 06:00:00+08:00,275.81,273.06,guangdong,GD_UNIFIED
2023-01-02 07:00:00+08:00,255.58,280.74,guangdong,GD_UNIFIED
2023-01-02 08:00:00+08:00,309.7,289.27,guangdong,GD_UNIFIED
2023-01-02 09:00:00+08:00,364.74,396.11,guangdong,GD_UNIFIED
2023-01-02 10:00:00+08:00,398.63,369.72,guangdong,GD_UNIFIED
2023-01-02 11:00:00+08:00,359.33,367.08,guangdong,GD_UNIFIED
2023-01-02 12:00:00+08:00,330.28,304.42,guangdong,GD_UNIFIED
2023-01-02 13:00:00+08:00,328.19,349.34,guangdong,GD_UNIFIED
2023-01-02 14:00:00+08:00,311.91,296.59,guangdong,GD_UNIFIED
2023-01-02 15:00:00+08:00,352.49,323.19,guangdong,GD_UNIFIED
2023-01-02 16:00:00+08:00,346.18,369.72,guangdong,GD_UNIFIED
2023-01-02 17:00:00+08:00,343.33,321.81,guangdong,GD_UNIFIED
2023-01-02 18:00:00+08:00,387.53,372.08,guangdong,GD_UNIFIED
2023-01-02 19:00:00+08:00,391.26,392.67,guangdong,GD_UNIFIED
2023-01-02 20:00:00+08:00,370.0,357.47,guangdong,GD_UNIFIED
2023-01-02 21:00:00+08:00,329.98,275.75,guangdong,GD_UNIFIED
2023-01-02 22:00:00+08:00,347.32,374.27,guangdong,GD_UNIFIED
2023-01-02 23:00:00+08:00,273.37,303.56,guangdong,GD_UNIFIED
2023-01-03 00:00:00+08:00,268.79,270.06,guangdong,GD_UNIFIED
2023-01-03 01:00:00+08:00,278.66,304.08,guangdong,GD_UNIFIED
2023-01-03 02:00:00+08:00,188.74,167.77,guangdong,GD_UNIFIED
2023-01-03 03:00:00+08:00,194.05,205.11,guangdong,GD_UNIFIED
2023-01-03 04:00:00+08:00,268.36,262.26,guangdong,GD_UNIFIED
2023-01-03 05:00:00+08:00,231.79,218.22,guangdong,GD_UNIFIED
2023-01-03 06:00:00+08:00,281.76,295.44,guangdong,GD_UNIFIED
2023-01-03 07:00:00+08:00,336.13,327.39,guangdong,GD_UNIFIED
2023-01-03 08:00:00+08:00,365.14,408.84,guangdong,GD_UNIFIED
2023-01-03 09:00:00+08:00,415.86,425.45,guangdong,GD_UNIFIED
2023-01-03 10:00:00+08:00,410.46,406.43,guangdong,GD_UNIFIED
2023-01-03 11:00:00+08:00,385.22,393.83,guangdong,GD_UNIFIED
2023-01-03 12:00:00+08:00,314.13,333.68,guangdong,GD_UNIFIED
2023-01-03 13:00:00+08:00,330.42,355.17,guangdong,GD_UNIFIED
2023-01-03 14:00:00+08:00,336.77,347.55,guangdong,GD_UNIFIED
2023-01-03 15:00:00+08:00,318.97,342.98,guangdong,GD_UNIFIED
2023-01-03 16:00:00+08:00,392.47,426.69,guangdong,GD_UNIFIED
2023-01-03 17:00:00+08:00,396.12,449.43,guangdong,GD_UNIFIED
2023-01-03 18:00:00+08:00,396.62,417.73,guangdong,GD_UNIFIED
2023-01-03 19:00:00+08:00,374.46,375.82,guangdong,GD_UNIFIED
2023-01-03 20:00:00+08:00,338.0,324.24,guangdong,GD_UNIFIED
2023-01-03 21:00:00+08:00,334.38,311.39,guangdong,GD_UNIFIED
2023-01-03 22:00:00+08:00,307.26,292.82,guangdong,GD_UNIFIED
2023-01-03 23:00:00+08:00,247.47,227.77,guangdong,GD_UNIFIED
2023-01-04 00:00:00+08:00,272.62,311.9,guangdong,GD_UNIFIED
